Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
12,"[62.97149321813603, 34.678815492605764, 64.5576692181419]","[345.33262468678373, 2.696801208887993, 357.6772351983174]",42190.0,-4130.0
12,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
12,"[27.128648513201963, 70.91612326800927, 22.871181088295277]","[275.3982856409322, 127.9299859372331, 314.93210234762313]",42400.0,-7220.0
12,"[26.725931647911054, 70.91612326800927, 24.313883457727798]","[275.19333684321816, 127.9299859372331, 317.88779145139216]",42800.0,-6800.0
12,"[20.23660928281178, 51.752094122442244, 66.96790088586614]","[23.60926706157864, 189.29065167435468, 9.297308960736913]",45630.0,-7090.0
12,"[20.23660928281178, 51.752094122442244, 66.96790088586614]","[23.60926706157864, 189.29065167435468, 9.297308960736913]",45630.0,-7090.0
12,"[20.23660928281178, 51.752094122442244, 66.96790088586614]","[23.60926706157864, 189.29065167435468, 9.297308960736913]",45630.0,-7090.0
13,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
13,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
13,"[63.412965434544745, 33.58680564230011, 66.51238331297719]","[346.98306775562753, 0.0, 357.95132751421966]",42180.0,-4150.0
13,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
13,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
13,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
13,"[27.128648513201963, 70.91612326800927, 22.871181088295277]","[275.3982856409322, 127.9299859372331, 314.93210234762313]",42400.0,-7220.0
13,"[20.0, 48.40178958827603, 64.8961193449662]","[22.393133683206987, 188.15314975485194, 10.666001433087267]",46170.0,-7340.0
13,"[20.0, 49.94955211428328, 66.88548117706176]","[22.393133683206987, 188.0735109373013, 10.133034877324144]",46170.0,-7310.0
13,"[20.0, 48.40178958827603, 65.7075209046105]","[22.393133683206987, 188.15314975485194, 10.259858474979167]",46190.0,-7320.0
14,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
14,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
14,"[63.412965434544745, 33.58680564230011, 66.51238331297719]","[346.98306775562753, 0.0, 357.95132751421966]",42180.0,-4150.0
14,"[27.128648513201963, 70.91612326800927, 22.628113137747285]","[275.3982856409322, 127.9299859372331, 317.9530515955507]",42200.0,-7420.0
14,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
14,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
14,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
14,"[27.128648513201963, 70.91612326800927, 22.893216193129778]","[275.3982856409322, 127.9299859372331, 316.6243548721731]",42320.0,-7300.0
14,"[27.128648513201963, 70.91612326800927, 22.871181088295277]","[275.3982856409322, 127.9299859372331, 314.93210234762313]",42400.0,-7220.0
